assembly_id	label	label_source	taxid	num_SCG_hits	uniq_SCG_hits	perc_comp	perc_redund	num_SCG_hits_after_len_filt	in_final_tree	NCBI_domain	NCBI_phylum	NCBI_class	NCBI_order	NCBI_family	NCBI_genus	NCBI_species
GCF_000226565.1	GCF_000226565.1_Bacteria_Proteobacteria_Gammaproteobacteria_Glaciecola_nitratireducens_FR1064	NCBI	1085623	14	14	93.33	0.00	14	Yes	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	Glaciecola	Glaciecola nitratireducens
GCF_000227745.2	GCF_000227745.2_Bacteria_Proteobacteria_Gammaproteobacteria_Thiocystis_violascens_DSM_198	NCBI	765911	14	14	93.33	0.00	14	Yes	Bacteria	Proteobacteria	Gammaproteobacteria	Chromatiales	Chromatiaceae	Thiocystis	Thiocystis violascens
GCF_000230555.1	GCF_000230555.1_Bacteria_Proteobacteria_Alphaproteobacteria_Pelagibacterium_halotolerans_B2	NCBI	1082931	14	14	93.33	0.00	14	Yes	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	Pelagibacterium	Pelagibacterium halotolerans
GCF_000230655.2	GCF_000230655.2_Bacteria_Thermotogae_Thermotogae_Thermotoga_maritima_MSB8	NCBI	243274	14	14	93.33	0.00	12	Yes	Bacteria	Thermotogae	Thermotogae	Thermotogales	Thermotogaceae	Thermotoga	Thermotoga maritima
GCF_000230895.2	GCF_000230895.2_Bacteria_Actinobacteria_Actinobacteria_Mycolicibacterium_rhodesiae_NBB3	NCBI	710685	14	14	93.33	0.00	11	Yes	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Mycobacteriaceae	Mycolicibacterium	Mycolicibacterium rhodesiae
GCF_000233775.1	GCF_000233775.1_Bacteria_Synergistetes_Synergistia_Thermovirga_lienii_DSM_17291	NCBI	580340	14	14	93.33	0.00	14	Yes	Bacteria	Synergistetes	Synergistia	Synergistales	Synergistaceae	Thermovirga	Thermovirga lienii
GCF_000236645.1	GCF_000236645.1_Bacteria_Proteobacteria_Alphaproteobacteria_Pseudovibrio_sp_FO-BEG1_FO-BEG1	NCBI	911045	14	14	93.33	0.00	14	Yes	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Pseudovibrio	Pseudovibrio sp. FO-BEG1
GCF_000236705.1	GCF_000236705.1_Bacteria_Bacteroidetes_Flavobacteriia_Owenweeksia_hongkongensis_DSM_17368	NCBI	926562	14	14	93.33	0.00	14	Yes	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Cryomorphaceae	Owenweeksia	Owenweeksia hongkongensis
GCF_000237865.1	GCF_000237865.1_Archaea_Euryarchaeota_Halobacteria_Haloquadratum_walsbyi_DSM_16854_=_C23	NCBI	768065	13	12	80.00	6.67	5	No	Archaea	Euryarchaeota	Halobacteria	Haloferacales	Haloferacaceae	Haloquadratum	Haloquadratum walsbyi
GCF_000241385.1	GCF_000241385.1_Bacteria_Proteobacteria_Gammaproteobacteria_Vibrio_sp_EJY3_EJY3	NCBI	1116375	14	14	93.33	0.00	14	Yes	Bacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	Vibrio sp. EJY3
GCF_000246985.2	GCF_000246985.2_Archaea_Euryarchaeota_Thermococci_Thermococcus_litoralis_DSM_5473	NCBI	523849	14	14	93.33	0.00	8	Yes	Archaea	Euryarchaeota	Thermococci	Thermococcales	Thermococcaceae	Thermococcus	Thermococcus litoralis
GCF_000250635.1	GCF_000250635.1_Bacteria_Bacteroidetes_Saprospiria_Saprospira_grandis_Lewin	NCBI	984262	14	14	93.33	0.00	13	Yes	Bacteria	Bacteroidetes	Saprospiria	Saprospirales	Saprospiraceae	Saprospira	Saprospira grandis
GCF_000253255.1	GCF_000253255.1_Bacteria_Proteobacteria_Alphaproteobacteria_Novosphingobium_sp_PP1Y_PP1Y	NCBI	702113	14	14	93.33	0.00	14	Yes	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Novosphingobium	Novosphingobium sp. PP1Y
GCF_000255135.1	GCF_000255135.1_Bacteria_Thermotogae_Thermotogae_Marinitoga_piezophila_KA3	NCBI	443254	14	14	93.33	0.00	13	Yes	Bacteria	Thermotogae	Thermotogae	Petrotogales	Petrotogaceae	Marinitoga	Marinitoga piezophila
GCF_000259255.1	GCF_000259255.1_Bacteria_Proteobacteria_Epsilonproteobacteria_Helicobacter_cetorum_MIT_00-7128	NCBI	182217	14	14	93.33	0.00	13	Yes	Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Helicobacteraceae	Helicobacter	Helicobacter cetorum
GCF_000259275.1	GCF_000259275.1_Bacteria_Proteobacteria_Epsilonproteobacteria_Helicobacter_cetorum_MIT_99-5656	NCBI	1163745	14	14	93.33	0.00	13	Yes	Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Helicobacteraceae	Helicobacter	Helicobacter cetorum
GCF_000263735.1	GCF_000263735.1_Archaea_Euryarchaeota_Thermococci_Pyrococcus_sp_ST04_ST04	NCBI	1183377	13	13	86.67	0.00	7	No	Archaea	Euryarchaeota	Thermococci	Thermococcales	Thermococcaceae	Pyrococcus	Pyrococcus sp. ST04
GCF_000264455.2	GCF_000264455.2_Bacteria_Proteobacteria_Alphaproteobacteria_Tistrella_mobilis_KA081020-065	NCBI	1110502	14	14	93.33	0.00	14	Yes	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	Tistrella	Tistrella mobilis
GCF_000264765.2	GCF_000264765.2_Bacteria_Proteobacteria_Gammaproteobacteria_Edwardsiella_anguillarum_80813	NCBI	667120	14	14	93.33	0.00	14	Yes	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Hafniaceae	Edwardsiella	Edwardsiella anguillarum
GCF_000265405.1	GCF_000265405.1_Bacteria_Bacteroidetes_Cytophagia_Belliella_baltica_DSM_15883	NCBI	866536	14	14	93.33	0.00	14	Yes	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Cyclobacteriaceae	Belliella	Belliella baltica
GCF_000265505.1	GCF_000265505.1_Bacteria_Bacteroidetes_Cytophagia_Bernardetia_litoralis_DSM_6794	NCBI	880071	14	14	93.33	0.00	12	Yes	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Bernardetiaceae	Bernardetia	Bernardetia litoralis
GCF_000265525.1	GCF_000265525.1_Archaea_Euryarchaeota_Thermococci_Thermococcus_cleftensis_CL1	NCBI	163003	14	14	93.33	0.00	8	Yes	Archaea	Euryarchaeota	Thermococci	Thermococcales	Thermococcaceae	Thermococcus	Thermococcus cleftensis
GCF_000266905.1	GCF_000266905.1_Bacteria_Actinobacteria_Actinobacteria_Mycolicibacterium_chubuense_NBB4	NCBI	710421	14	14	93.33	0.00	12	Yes	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Mycobacteriaceae	Mycolicibacterium	Mycolicibacterium chubuense
GCF_000267545.1	GCF_000267545.1_Bacteria_Proteobacteria_Gammaproteobacteria_Pseudomonas_stutzeri_CCUG_29243	NCBI	1196835	14	14	93.33	0.00	14	Yes	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas stutzeri
GCF_000269925.1	GCF_000269925.1_Bacteria_Firmicutes_Bacilli_Lactococcus_garvieae_ATCC_49156	NCBI	420889	14	14	93.33	0.00	14	Yes	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus	Lactococcus garvieae
GCF_000269945.1	GCF_000269945.1_Bacteria_Firmicutes_Bacilli_Lactococcus_garvieae_Lg2	NCBI	420890	14	14	93.33	0.00	14	Yes	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus	Lactococcus garvieae
GCF_000283275.1	GCF_000283275.1_Bacteria_Proteobacteria_Gammaproteobacteria_Marinobacter_sp_BSs20148_BSs20148	NCBI	490759	14	14	93.33	0.00	14	Yes	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	Marinobacter	Marinobacter sp. BSs20148
GCF_000283575.1	GCF_000283575.1_Bacteria_Firmicutes_Clostridia_Oscillibacter_valericigenes_Sjm18-20	NCBI	693746	13	13	86.67	0.00	13	Yes	Bacteria	Firmicutes	Clostridia	Clostridiales	Oscillospiraceae	Oscillibacter	Oscillibacter valericigenes
GCF_000284115.1	GCF_000284115.1_Bacteria_Planctomycetes_Phycisphaerae_Phycisphaera_mikurensis_NBRC_102666	NCBI	1142394	14	14	93.33	0.00	13	Yes	Bacteria	Planctomycetes	Phycisphaerae	Phycisphaerales	Phycisphaeraceae	Phycisphaera	Phycisphaera mikurensis
GCF_000284615.1	GCF_000284615.1_Bacteria_Proteobacteria_Gammaproteobacteria_Marinobacter_hydrocarbonoclasticus_ATCC_49840	NCBI	1163748	14	14	93.33	0.00	14	Yes	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	Marinobacter	Marinobacter hydrocarbonoclasticus
GCF_000299095.1	GCF_000299095.1_Bacteria_Proteobacteria_Alphaproteobacteria_alpha_proteobacterium_HIMB5_HIMB5	NCBI	859653	14	14	93.33	0.00	13	Yes	Bacteria	Proteobacteria	Alphaproteobacteria	Pelagibacterales	Pelagibacteraceae	NA	alpha proteobacterium HIMB5
GCF_000299115.1	GCF_000299115.1_Bacteria_Proteobacteria_Alphaproteobacteria_alpha_proteobacterium_HIMB59_HIMB59	NCBI	744985	14	14	93.33	0.00	14	Yes	Bacteria	Proteobacteria	Alphaproteobacteria	Pelagibacterales	Pelagibacteraceae	NA	alpha proteobacterium HIMB59
GCF_000299335.2	GCF_000299335.2_Bacteria_Proteobacteria_Gammaproteobacteria_Alcanivorax_pacificus_W11-5	NCBI	391936	14	14	93.33	0.00	14	Yes	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Alcanivoracaceae	Alcanivorax	Alcanivorax pacificus
GCF_000299395.1	GCF_000299395.1_Archaea_Thaumarchaeota_NA_Candidatus_Nitrosopumilus_sediminis_AR2	NCBI	1229909	14	14	93.33	0.00	8	Yes	Archaea	Thaumarchaeota	NA	Nitrosopumilales	Nitrosopumilaceae	Nitrosopumilus	Candidatus Nitrosopumilus sediminis
GCF_000299955.1	GCF_000299955.1_Bacteria_Proteobacteria_Gammaproteobacteria_Alteromonas_macleodii_English_Channel_673	NCBI	1004788	14	14	93.33	0.00	14	Yes	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	Alteromonas	Alteromonas macleodii
GCF_000299965.1	GCF_000299965.1_Bacteria_Proteobacteria_Gammaproteobacteria_Cycloclasticus_sp_P1_P1_MCCC_1A01040	NCBI	385025	14	14	93.33	0.00	14	Yes	Bacteria	Proteobacteria	Gammaproteobacteria	Thiotrichales	Piscirickettsiaceae	Cycloclasticus	Cycloclasticus sp. P1
GCF_000299995.1	GCF_000299995.1_Bacteria_Proteobacteria_Gammaproteobacteria_Alteromonas_macleodii_Black_Sea_11	NCBI	1004785	14	14	93.33	0.00	14	Yes	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	Alteromonas	Alteromonas macleodii
GCF_000300005.1	GCF_000300005.1_Bacteria_Proteobacteria_Gammaproteobacteria_Alcanivorax_dieselolei_B5	NCBI	930169	14	14	93.33	0.00	14	Yes	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Alcanivoracaceae	Alcanivorax	Alcanivorax dieselolei
GCF_000300175.1	GCF_000300175.1_Bacteria_Proteobacteria_Gammaproteobacteria_Alteromonas_macleodii_Balearic_Sea_AD45	NCBI	1004787	14	14	93.33	0.00	14	Yes	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	Alteromonas	Alteromonas macleodii
GCF_000305785.2	GCF_000305785.2_Bacteria_Proteobacteria_Gammaproteobacteria_Simiduia_agarivorans_SA1_=_DSM_21679	NCBI	1117647	14	14	93.33	0.00	14	Yes	Bacteria	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Cellvibrionaceae	Simiduia	Simiduia agarivorans
GCF_000306765.2	GCF_000306765.2_Archaea_Euryarchaeota_Halobacteria_Haloferax_mediterranei_CGMCC_1.2087	NCBI	523841	14	13	86.67	6.67	6	No	Archaea	Euryarchaeota	Halobacteria	Haloferacales	Haloferacaceae	Haloferax	Haloferax mediterranei
GCF_000307105.1	GCF_000307105.1_Bacteria_Proteobacteria_Deltaproteobacteria_Desulfobacula_toluolica_Tol2	NCBI	651182	14	14	93.33	0.00	14	Yes	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfobacterales	Desulfobacteraceae	Desulfobacula	Desulfobacula toluolica
GCF_000308235.1	GCF_000308235.1_Bacteria_Proteobacteria_Gammaproteobacteria_Acinetobacter_venetianus_VE-C3	NCBI	1197884	14	14	93.33	0.00	14	Yes	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	Acinetobacter venetianus
GCF_000310085.1	GCF_000310085.1_Bacteria_Proteobacteria_Gammaproteobacteria_Alteromonas_mediterranea_AltDE1	NCBI	1004786	14	14	93.33	0.00	14	Yes	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	Alteromonas	Alteromonas mediterranea
GCF_000316665.1	GCF_000316665.1_Bacteria_Cyanobacteria_NA_Rivularia_sp_PCC_7116_PCC_7116	NCBI	373994	14	14	93.33	0.00	14	Yes	Bacteria	Cyanobacteria	NA	Nostocales	Rivulariaceae	Rivularia	Rivularia sp. PCC 7116
GCF_000317065.1	GCF_000317065.1_Bacteria_Cyanobacteria_NA_Pseudanabaena_sp_PCC_7367_PCC_7367	NCBI	82654	14	14	93.33	0.00	14	Yes	Bacteria	Cyanobacteria	NA	Synechococcales	Pseudanabaenaceae	Pseudanabaena	Pseudanabaena sp. PCC 7367
GCF_000319385.1	GCF_000319385.1_Bacteria_Proteobacteria_Alphaproteobacteria_Candidatus_Endolissoclinum_faulkneri_L2	NCBI	1193729	14	14	93.33	0.00	14	Yes	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	Candidatus Endolissoclinum	Candidatus Endolissoclinum faulkneri
GCF_000319575.2	GCF_000319575.2_Bacteria_Proteobacteria_Gammaproteobacteria_Spiribacter_salinus_M19-40	NCBI	1260251	14	14	93.33	0.00	14	Yes	Bacteria	Proteobacteria	Gammaproteobacteria	Chromatiales	Ectothiorhodospiraceae	Spiribacter	Spiribacter salinus
GCF_000325705.1	GCF_000325705.1_Bacteria_Bacteroidetes_Cytophagia_Echinicola_vietnamensis_DSM_17526	NCBI	926556	14	14	93.33	0.00	14	Yes	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Cyclobacteriaceae	Echinicola	Echinicola vietnamensis
GCF_000327045.1	GCF_000327045.1_Bacteria_Proteobacteria_Gammaproteobacteria_Thioflavicoccus_mobilis_8321	NCBI	765912	14	14	93.33	0.00	14	Yes	Bacteria	Proteobacteria	Gammaproteobacteria	Chromatiales	Chromatiaceae	Thioflavicoccus	Thioflavicoccus mobilis
GCF_000327505.1	GCF_000327505.1_Archaea_Euryarchaeota_NA_Aciduliprofundum_sp_MAR08-339_MAR08-339	NCBI	673860	14	14	93.33	0.00	8	Yes	Archaea	Euryarchaeota	NA	NA	NA	Aciduliprofundum	Aciduliprofundum sp. MAR08-339
GCF_000328405.1	GCF_000328405.1_Bacteria_Proteobacteria_Gammaproteobacteria_Vibrio_parahaemolyticus_BB22OP	NCBI	1211705	14	14	93.33	0.00	14	Yes	Bacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	Vibrio parahaemolyticus
GCF_000331025.1	GCF_000331025.1_Bacteria_Proteobacteria_Deltaproteobacteria_Desulfovibrio_hydrothermalis_AM13_=_DSM_14728	NCBI	1121451	14	14	93.33	0.00	14	Yes	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfovibrionaceae	Desulfovibrio	Desulfovibrio hydrothermalis
GCF_000331105.1	GCF_000331105.1_Bacteria_Bacteroidetes_Cytophagia_Fibrella_aestuarina_BUZ_2	NCBI	1166018	14	14	93.33	0.00	12	Yes	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Cytophagaceae	Fibrella	Fibrella aestuarina
GCF_000332115.1	GCF_000332115.1_Bacteria_Bacteroidetes_Flavobacteriia_Nonlabens_dokdonensis_DSW-6	NCBI	592029	14	14	93.33	0.00	14	Yes	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Nonlabens	Nonlabens dokdonensis
GCF_000340565.2	GCF_000340565.2_Bacteria_Cyanobacteria_NA_Nodularia_spumigena_CCY9414	NCBI	313624	14	14	93.33	0.00	14	Yes	Bacteria	Cyanobacteria	NA	Nostocales	Aphanizomenonaceae	Nodularia	Nodularia spumigena
GCF_000341395.1	GCF_000341395.1_Bacteria_Proteobacteria_Deltaproteobacteria_Desulfocapsa_sulfexigens_DSM_10523	NCBI	1167006	14	14	93.33	0.00	14	Yes	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfobacterales	Desulfobulbaceae	Desulfocapsa	Desulfocapsa sulfexigens
GCF_000341895.1	GCF_000341895.1_Bacteria_Proteobacteria_Deltaproteobacteria_Pseudodesulfovibrio_piezophilus_type_strain_C1TLV30	NCBI	1322246	14	14	93.33	0.00	14	Yes	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfovibrionaceae	Pseudodesulfovibrio	Pseudodesulfovibrio piezophilus
GCF_000347635.1	GCF_000347635.1_Bacteria_Proteobacteria_Gammaproteobacteria_Paraglaciecola_psychrophila_170	NCBI	1129794	13	13	86.67	0.00	13	Yes	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	Paraglaciecola	Paraglaciecola psychrophila
GCF_000355675.1	GCF_000355675.1_Bacteria_Proteobacteria_Gammaproteobacteria_Thalassolituus_oleivorans_MIL-1	NCBI	1298593	14	14	93.33	0.00	14	Yes	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Oceanospirillaceae	Thalassolituus	Thalassolituus oleivorans
GCF_000355805.1	GCF_000355805.1_Bacteria_Bacteroidetes_Flavobacteriia_Dokdonia_sp_PRO95_PRO95	NCBI	1239415	13	13	86.67	0.00	13	Yes	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Dokdonia	Dokdonia sp. PRO95
GCF_000390265.1	GCF_000390265.1_Bacteria_Thermotogae_Thermotogae_Thermotoga_maritima_MSB8	NCBI	243274	14	14	93.33	0.00	12	Yes	Bacteria	Thermotogae	Thermotogae	Thermotogales	Thermotogaceae	Thermotoga	Thermotoga maritima
GCF_000418305.1	GCF_000418305.1_Bacteria_Proteobacteria_Gammaproteobacteria_Psychrobacter_sp_G_G	NCBI	571800	14	14	93.33	0.00	14	Yes	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Psychrobacter	Psychrobacter sp. G
GCF_000439495.1	GCF_000439495.1_Bacteria_Proteobacteria_Gammaproteobacteria_Alteromonas_mediterranea_Aegean_Sea_MED64	NCBI	1300254	14	14	93.33	0.00	14	Yes	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	Alteromonas	Alteromonas mediterranea
GCF_000439535.1	GCF_000439535.1_Bacteria_Proteobacteria_Gammaproteobacteria_Alteromonas_mediterranea_Ionian_Sea_U7	NCBI	1300256	14	14	93.33	0.00	14	Yes	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	Alteromonas	Alteromonas mediterranea
GCF_000439575.1	GCF_000439575.1_Bacteria_Proteobacteria_Gammaproteobacteria_Alteromonas_mediterranea_Ionian_Sea_UM7	NCBI	1300258	14	14	93.33	0.00	14	Yes	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	Alteromonas	Alteromonas mediterranea
GCF_000439595.1	GCF_000439595.1_Bacteria_Proteobacteria_Gammaproteobacteria_Alteromonas_mediterranea_Ionian_Sea_UM4b	NCBI	1300259	14	14	93.33	0.00	14	Yes	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	Alteromonas	Alteromonas mediterranea
GCF_000442595.1	GCF_000442595.1_Bacteria_Proteobacteria_Gammaproteobacteria_Cycloclasticus_zancles_78-ME	NCBI	1198232	14	14	93.33	0.00	14	Yes	Bacteria	Proteobacteria	Gammaproteobacteria	Thiotrichales	Piscirickettsiaceae	Cycloclasticus	Cycloclasticus zancles
GCF_000442645.1	GCF_000442645.1_Bacteria_Actinobacteria_Actinobacteria_Corynebacterium_maris_DSM_45190	NCBI	1224163	14	14	93.33	0.00	14	Yes	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Corynebacteriaceae	Corynebacterium	Corynebacterium maris
GCF_000462975.1	GCF_000462975.1_Bacteria_Proteobacteria_Gammaproteobacteria_Vibrio_anguillarum_M3	NCBI	882944	14	14	93.33	0.00	14	Yes	Bacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	Vibrio anguillarum
GCF_000468615.2	GCF_000468615.2_Bacteria_Bacteroidetes_Flavobacteriia_Cellulophaga_baltica_18	NCBI	1348584	14	14	93.33	0.00	14	Yes	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Cellulophaga	Cellulophaga baltica
GCF_000470655.1	GCF_000470655.1_Archaea_Euryarchaeota_Halobacteria_Halorhabdus_tiamatea_type_strain_SARL4B	NCBI	1033806	14	13	86.67	6.67	7	No	Archaea	Euryarchaeota	Halobacteria	Halobacteriales	Haloarculaceae	Halorhabdus	Halorhabdus tiamatea
GCF_000473245.1	GCF_000473245.1_Bacteria_Firmicutes_Bacilli_Bacillus_infantis_NRRL_B-14911	NCBI	1367477	14	14	93.33	0.00	14	Yes	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus infantis
GCF_000477035.2	GCF_000477035.2_Bacteria_Bacteroidetes_Flavobacteriia_Cellulophaga_baltica_NN016038	NCBI	1348585	14	14	93.33	0.00	14	Yes	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Cellulophaga	Cellulophaga baltica
GCF_000485905.1	GCF_000485905.1_Bacteria_Proteobacteria_Gammaproteobacteria_Spiribacter_curvatus_UAH-SP71	NCBI	1335757	14	14	93.33	0.00	13	Yes	Bacteria	Proteobacteria	Gammaproteobacteria	Chromatiales	Ectothiorhodospiraceae	Spiribacter	Spiribacter curvatus
GCF_000495635.1	GCF_000495635.1_Bacteria_Actinobacteria_Actinobacteria_Streptomyces_sp_GBA_94-10_GBA_94-10	NCBI	1218177	14	14	93.33	0.00	14	Yes	Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces sp. GBA 94-10
GCF_000495755.1	GCF_000495755.1_Bacteria_Actinobacteria_Actinobacteria_Streptomyces_sp_PVA_94-07_PVA_94-07	NCBI	1225337	14	14	93.33	0.00	14	Yes	Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces sp. PVA_94-07
GCF_000503895.1	GCF_000503895.1_Bacteria_Proteobacteria_Alphaproteobacteria_Hyphomicrobium_nitrativorans_NL23	NCBI	1029756	14	14	93.33	0.00	12	Yes	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	Hyphomicrobium	Hyphomicrobium nitrativorans
GCF_000507245.1	GCF_000507245.1_Bacteria_Spirochaetes_Spirochaetia_Salinispira_pacifica_L21-RPul-D2	NCBI	1307761	14	14	93.33	0.00	14	Yes	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Spirochaetaceae	Salinispira	Salinispira pacifica
GCF_000510265.1	GCF_000510265.1_Bacteria_Proteobacteria_Alphaproteobacteria_Candidatus_Endolissoclinum_faulkneri_L5	NCBI	1401328	14	14	93.33	0.00	14	Yes	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	Candidatus Endolissoclinum	Candidatus Endolissoclinum faulkneri
GCF_000511355.1	GCF_000511355.1_Bacteria_Proteobacteria_Alphaproteobacteria_Leisingera_methylohalidivorans_DSM_14336_MB2	NCBI	999552	14	14	93.33	0.00	14	Yes	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Leisingera	Leisingera methylohalidivorans
GCF_000511385.1	GCF_000511385.1_Bacteria_Proteobacteria_Alphaproteobacteria_Phaeobacter_gallaeciensis_DSM_26640	NCBI	1423144	14	14	93.33	0.00	14	Yes	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Phaeobacter	Phaeobacter gallaeciensis
GCF_000517445.1	GCF_000517445.1_Archaea_Euryarchaeota_Thermococci_Thermococcus_paralvinellae_ES1	NCBI	582419	14	14	93.33	0.00	8	Yes	Archaea	Euryarchaeota	Thermococci	Thermococcales	Thermococcaceae	Thermococcus	Thermococcus paralvinellae
GCF_000520135.2	GCF_000520135.2_Bacteria_Proteobacteria_Alphaproteobacteria_Rhodovulum_sulfidophilum_DSM_1374	NCBI	1188256	14	14	93.33	0.00	14	Yes	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Rhodovulum	Rhodovulum sulfidophilum
GCF_000568495.1	GCF_000568495.1_Bacteria_Proteobacteria_Gammaproteobacteria_Vibrio_parahaemolyticus_UCM-V493	NCBI	1429044	14	14	93.33	0.00	14	Yes	Bacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	Vibrio parahaemolyticus
GCF_000582555.1	GCF_000582555.1_Bacteria_Proteobacteria_Gammaproteobacteria_Thalassolituus_oleivorans_R6-15	NCBI	1208320	14	14	93.33	0.00	14	Yes	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Oceanospirillaceae	Thalassolituus	Thalassolituus oleivorans
GCF_000585495.1	GCF_000585495.1_Archaea_Euryarchaeota_Thermococci_Thermococcus_nautili_30-1	NCBI	195522	14	14	93.33	0.00	8	Yes	Archaea	Euryarchaeota	Thermococci	Thermococcales	Thermococcaceae	Thermococcus	Thermococcus nautili
GCF_000590795.1	GCF_000590795.1_Bacteria_Proteobacteria_Alphaproteobacteria_Brucella_ceti_TE10759-12	NCBI	1423891	14	14	93.33	0.00	14	Yes	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Brucellaceae	Brucella	Brucella ceti
GCF_000590815.1	GCF_000590815.1_Bacteria_Proteobacteria_Alphaproteobacteria_Brucella_ceti_TE28753-12	NCBI	1407053	12	12	80.00	0.00	12	Yes	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Brucellaceae	Brucella	Brucella ceti
GCF_000590925.1	GCF_000590925.1_Bacteria_Proteobacteria_Alphaproteobacteria_Roseibacterium_elongatum_DFL-43	NCBI	1294273	14	14	93.33	0.00	13	Yes	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Roseibacterium	Roseibacterium elongatum
